"date","rir","customer","providers"
"2023-11-11","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-12","arin","AS970","AS54874"
"2023-11-12","arin","AS21957","AS970"
"2023-11-12","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-12","apnic","AS151642","AS6939 AS61138"
"2023-11-12","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-12","ripencc","AS48070","AS174 AS1299"
"2023-11-12","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537"
"2023-11-12","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-12","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-12","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-12","ripencc","AS49975","AS6939 AS52210"
"2023-11-12","ripencc","AS50224","AS48581 AS60310 AS204857"
"2023-11-12","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-12","ripencc","AS50555","AS970"
"2023-11-12","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533"
"2023-11-12","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-12","ripencc","AS57194","AS924 AS52210"
"2023-11-12","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-12","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-12","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-12","ripencc","AS60900","AS6939 AS15353 AS21738 AS34465 AS34927 AS41051 AS48700 AS52210 AS58057 AS198304 AS205329 AS210667"
"2023-11-12","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-12","ripencc","AS202076","AS207960"
"2023-11-12","ripencc","AS202359","AS33920 AS41495"
"2023-11-12","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-12","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-12","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-12","ripencc","AS205603","AS59105"
"2023-11-12","ripencc","AS205789","AS200242 AS207960"
"2023-11-12","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-12","ripencc","AS210561","AS207960"
"2023-11-12","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-12","ripencc","AS211244","AS34927 AS207960"
"2023-11-12","ripencc","AS212245","AS200242 AS212068"
"2023-11-12","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-13","arin","AS970","AS54874"
"2023-11-13","arin","AS21957","AS970"
"2023-11-13","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-13","apnic","AS151642","AS6939 AS61138"
"2023-11-13","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-13","ripencc","AS48070","AS174 AS1299"
"2023-11-13","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537"
"2023-11-13","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-13","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-13","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-13","ripencc","AS49975","AS6939 AS52210"
"2023-11-13","ripencc","AS50224","AS48581 AS60310 AS204857"
"2023-11-13","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-13","ripencc","AS50555","AS970"
"2023-11-13","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533"
"2023-11-13","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-13","ripencc","AS57194","AS924 AS52210"
"2023-11-13","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-13","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-13","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-13","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-13","ripencc","AS202076","AS207960"
"2023-11-13","ripencc","AS202359","AS33920 AS41495"
"2023-11-13","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-13","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-13","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-13","ripencc","AS205603","AS59105"
"2023-11-13","ripencc","AS205789","AS200242 AS207960"
"2023-11-13","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-13","ripencc","AS210561","AS207960"
"2023-11-13","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-13","ripencc","AS211244","AS34927 AS207960"
"2023-11-13","ripencc","AS212245","AS200242 AS212068"
"2023-11-13","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-14","arin","AS970","AS54874"
"2023-11-14","arin","AS21957","AS970"
"2023-11-14","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-14","apnic","AS151642","AS6939 AS61138"
"2023-11-14","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-14","ripencc","AS48070","AS174 AS1299"
"2023-11-14","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537"
"2023-11-14","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-14","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-14","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-14","ripencc","AS49975","AS6939 AS52210"
"2023-11-14","ripencc","AS50224","AS48581 AS60310 AS204857"
"2023-11-14","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-14","ripencc","AS50555","AS970"
"2023-11-14","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533"
"2023-11-14","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-14","ripencc","AS57194","AS924 AS52210"
"2023-11-14","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-14","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-14","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-14","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-14","ripencc","AS202076","AS207960"
"2023-11-14","ripencc","AS202359","AS33920 AS41495"
"2023-11-14","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-14","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-14","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-14","ripencc","AS205603","AS59105"
"2023-11-14","ripencc","AS205789","AS200242 AS207960"
"2023-11-14","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-14","ripencc","AS210561","AS207960"
"2023-11-14","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-14","ripencc","AS211244","AS34927 AS207960"
"2023-11-14","ripencc","AS212245","AS200242 AS212068"
"2023-11-14","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-15","arin","AS970","AS54874"
"2023-11-15","arin","AS21957","AS970"
"2023-11-15","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-15","apnic","AS151642","AS6939 AS61138"
"2023-11-15","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-15","ripencc","AS48070","AS174 AS1299"
"2023-11-15","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537"
"2023-11-15","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-15","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-15","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-15","ripencc","AS49975","AS6939 AS52210"
"2023-11-15","ripencc","AS50224","AS48581 AS60310 AS204857"
"2023-11-15","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-15","ripencc","AS50555","AS970"
"2023-11-15","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533"
"2023-11-15","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-15","ripencc","AS57194","AS924 AS52210"
"2023-11-15","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-15","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-15","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-15","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-15","ripencc","AS202076","AS207960"
"2023-11-15","ripencc","AS202359","AS33920 AS41495"
"2023-11-15","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-15","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-15","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-15","ripencc","AS205603","AS59105"
"2023-11-15","ripencc","AS205789","AS200242 AS207960"
"2023-11-15","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-15","ripencc","AS210561","AS207960"
"2023-11-15","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-15","ripencc","AS211244","AS34927 AS207960"
"2023-11-15","ripencc","AS212245","AS200242 AS212068"
"2023-11-15","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-16","arin","AS970","AS54874"
"2023-11-16","arin","AS21957","AS970"
"2023-11-16","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-16","apnic","AS151642","AS6939 AS61138"
"2023-11-16","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-16","ripencc","AS48070","AS174 AS1299"
"2023-11-16","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537"
"2023-11-16","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-16","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-16","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-16","ripencc","AS49975","AS6939 AS52210"
"2023-11-16","ripencc","AS50224","AS48581 AS60310 AS204857"
"2023-11-16","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-16","ripencc","AS50555","AS970"
"2023-11-16","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533"
"2023-11-16","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-16","ripencc","AS57194","AS924 AS52210"
"2023-11-16","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-16","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-16","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-16","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS25759 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-16","ripencc","AS202076","AS207960"
"2023-11-16","ripencc","AS202359","AS33920 AS41495"
"2023-11-16","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-16","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-16","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-16","ripencc","AS205603","AS59105"
"2023-11-16","ripencc","AS205789","AS200242 AS207960"
"2023-11-16","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-16","ripencc","AS210561","AS207960"
"2023-11-16","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-16","ripencc","AS211244","AS34927 AS207960"
"2023-11-16","ripencc","AS212245","AS200242 AS212068"
"2023-11-16","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-17","arin","AS970","AS54874"
"2023-11-17","arin","AS21957","AS970"
"2023-11-17","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-17","apnic","AS151642","AS6939 AS61138"
"2023-11-17","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-17","ripencc","AS48070","AS174 AS1299"
"2023-11-17","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537"
"2023-11-17","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-17","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-17","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-17","ripencc","AS49975","AS6939 AS52210"
"2023-11-17","ripencc","AS50224","AS48581 AS60310 AS204857"
"2023-11-17","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-17","ripencc","AS50555","AS970"
"2023-11-17","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533"
"2023-11-17","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-17","ripencc","AS57194","AS924 AS52210"
"2023-11-17","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-17","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-17","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-17","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS25759 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-17","ripencc","AS202076","AS207960"
"2023-11-17","ripencc","AS202359","AS33920 AS41495"
"2023-11-17","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-17","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-17","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-17","ripencc","AS205603","AS59105"
"2023-11-17","ripencc","AS205789","AS200242 AS207960"
"2023-11-17","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-17","ripencc","AS210561","AS207960"
"2023-11-17","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-17","ripencc","AS211244","AS34927 AS207960"
"2023-11-17","ripencc","AS212245","AS200242 AS212068"
"2023-11-17","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-18","arin","AS970","AS54874"
"2023-11-18","arin","AS21957","AS970"
"2023-11-18","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-18","apnic","AS151642","AS6939 AS61138"
"2023-11-18","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-18","ripencc","AS48070","AS174 AS1299"
"2023-11-18","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50104 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537 AS400304"
"2023-11-18","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-18","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-18","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-18","ripencc","AS49975","AS6939 AS52210"
"2023-11-18","ripencc","AS50224","AS48581 AS60310 AS204857"
"2023-11-18","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-18","ripencc","AS50555","AS970"
"2023-11-18","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533 AS400304"
"2023-11-18","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-18","ripencc","AS57194","AS924 AS52210"
"2023-11-18","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-18","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-18","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-18","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS25759 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-18","ripencc","AS202076","AS207960"
"2023-11-18","ripencc","AS202359","AS33920 AS41495"
"2023-11-18","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-18","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-18","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-18","ripencc","AS205603","AS59105"
"2023-11-18","ripencc","AS205789","AS200242 AS207960"
"2023-11-18","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-18","ripencc","AS210561","AS207960"
"2023-11-18","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-18","ripencc","AS211244","AS34927 AS207960"
"2023-11-18","ripencc","AS212245","AS200242 AS212068"
"2023-11-18","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-19","arin","AS970","AS54874"
"2023-11-19","arin","AS21957","AS970"
"2023-11-19","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-19","apnic","AS151642","AS6939 AS61138"
"2023-11-19","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-19","ripencc","AS48070","AS174 AS1299"
"2023-11-19","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50104 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537 AS400304"
"2023-11-19","ripencc","AS48606","AS30893 AS54681 AS57974 AS59678 AS210691 AS212276"
"2023-11-19","ripencc","AS48700","AS34927 AS50917 AS207252"
"2023-11-19","ripencc","AS49159","AS48268 AS48581 AS48599 AS48717 AS50224 AS57870 AS59993 AS60310 AS60743 AS62414 AS199765 AS201398 AS203458 AS203597 AS203635 AS204474 AS209263 AS216462"
"2023-11-19","ripencc","AS49975","AS6939 AS52210"
"2023-11-19","ripencc","AS50391","AS6939 AS20473 AS48070"
"2023-11-19","ripencc","AS50555","AS970"
"2023-11-19","ripencc","AS52025","AS174 AS835 AS906 AS917 AS924 AS1299 AS6939 AS12186 AS18041 AS20473 AS21700 AS21738 AS25369 AS29802 AS34927 AS35133 AS35661 AS36369 AS48070 AS48605 AS50917 AS51519 AS52210 AS57695 AS61138 AS209022 AS209533 AS400304"
"2023-11-19","ripencc","AS52210","AS174 AS835 AS6939 AS12186 AS62513"
"2023-11-19","ripencc","AS57194","AS924 AS52210"
"2023-11-19","ripencc","AS59678","AS6939 AS34927 AS55081"
"2023-11-19","ripencc","AS60310","AS924 AS6939 AS48581 AS50224 AS52025 AS52210 AS204857"
"2023-11-19","ripencc","AS60841","AS26863 AS30456 AS48581 AS204857"
"2023-11-19","ripencc","AS200351","AS924 AS6939 AS20473 AS21738 AS25759 AS34927 AS36369 AS41051 AS50917 AS52210 AS53667 AS199545 AS209533"
"2023-11-19","ripencc","AS202076","AS207960"
"2023-11-19","ripencc","AS202359","AS33920 AS41495"
"2023-11-19","ripencc","AS203635","AS48581 AS50224 AS60310 AS204857"
"2023-11-19","ripencc","AS203843","AS6939 AS20473 AS53667"
"2023-11-19","ripencc","AS204857","AS20473 AS48581 AS60841"
"2023-11-19","ripencc","AS205603","AS59105"
"2023-11-19","ripencc","AS205789","AS200242 AS207960"
"2023-11-19","ripencc","AS207960","AS6939 AS20473 AS34854 AS34927 AS136620 AS202359 AS207968"
"2023-11-19","ripencc","AS210561","AS207960"
"2023-11-19","ripencc","AS210563","AS6939 AS34927 AS207960"
"2023-11-19","ripencc","AS211244","AS34927 AS207960"
"2023-11-19","ripencc","AS212245","AS200242 AS212068"
"2023-11-19","ripencc","AS212934","AS835 AS6939 AS34927 AS52210 AS53667 AS62513 AS205848 AS210667"
"2023-11-20","arin","AS970","AS54874"
"2023-11-20","arin","AS21957","AS970"
"2023-11-20","arin","AS40544","AS924 AS6939 AS12186 AS52025"
"2023-11-20","apnic","AS151642","AS6939 AS61138"
"2023-11-20","ripencc","AS15562","AS2914 AS8283 AS51088 AS206238"
"2023-11-20","ripencc","AS48070","AS174 AS1299"
"2023-11-20","ripencc","AS48581","AS924 AS6939 AS15353 AS26930 AS30456 AS34465 AS34927 AS50104 AS50224 AS52025 AS52210 AS60841 AS199765 AS200775 AS204857 AS209533 AS210537 AS400304"
